,Date,Action,Price,Shares,Capital,Position,Reason,Profit,Profit_pct
0,2023-01-04,BUY,50.0,4,19800.0,4,"Conservative Entry: Trend, MACD, ML_bullish",,
1,2023-01-05,SELL,51.25,4,20005.0,0,Take Profit (RSI>70 + BB_upper),5.0,2.5
2,2023-03-10,BUY,56.400001525878906,3,19835.799995422363,3,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
3,2023-03-13,SELL,56.29999923706055,3,20004.699993133545,0,Trailing Stop,-0.3000068664550781,-0.17730901793056467
4,2023-05-31,BUY,57.70000076293945,3,19831.599990844727,3,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
5,2023-06-01,SELL,57.349998474121094,3,20003.64998626709,0,ML Bearish Signal,-1.0500068664550781,-0.6065897472971349
6,2023-06-02,BUY,58.20000076293945,3,19829.04998397827,3,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
7,2023-06-05,SELL,59.150001525878906,3,20006.49998855591,0,ML Bearish Signal,2.8500022888183594,1.6323036949930658
8,2023-06-09,BUY,60.0,3,19826.49998855591,3,"Conservative Entry: Trend, MACD, ML_bullish",,
9,2023-06-12,SELL,60.0,3,20006.49998855591,0,ML Bearish Signal,0.0,0.0
10,2023-07-03,BUY,61.95000076293945,3,19820.64998626709,3,"Conservative Entry: Trend, MACD, ML_bullish",,
11,2023-07-04,SELL,62.25,3,20007.39998626709,0,ML Bearish Signal,0.8999977111816406,0.4842602637061086
12,2023-07-14,BUY,62.79999923706055,3,19818.99998855591,3,"Conservative Entry: Trend, MACD, ML_bullish",,
13,2023-07-18,SELL,62.95000076293945,3,20007.849990844727,0,ML Bearish Signal,0.45000457763671875,0.23885593582998796
14,2023-08-10,BUY,62.599998474121094,3,19820.049995422363,3,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
15,2023-08-11,SELL,62.599998474121094,3,20007.849990844727,0,ML Bearish Signal,0.0,0.0
16,2023-08-14,BUY,62.349998474121094,3,19820.799995422363,3,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
17,2023-08-15,SELL,61.20000076293945,3,20004.39999771118,0,Trailing Stop,-3.449993133544922,-1.8444229981159619
18,2024-01-29,BUY,61.349998474121094,3,19820.35000228882,3,"Conservative Entry: Trend, MACD, ML_bullish",,
19,2024-01-30,SELL,61.349998474121094,3,20004.39999771118,0,ML Bearish Signal,0.0,0.0
20,2024-04-24,BUY,64.69999694824219,3,19810.300006866455,3,"Conservative Entry: Trend, MACD, ML_bullish",,
21,2024-04-25,SELL,64.75,3,20004.550006866455,0,ML Bearish Signal,0.1500091552734375,0.07728447313191258
22,2024-05-30,BUY,68.1500015258789,2,19868.250003814697,2,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
23,2024-05-31,SELL,68.6500015258789,2,20005.550006866455,0,ML Bearish Signal,1.0,0.7336756989068192
24,2024-06-05,BUY,68.0999984741211,2,19869.350009918213,2,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
25,2024-06-06,SELL,68.5,2,20006.350009918213,0,ML Bearish Signal,0.8000030517578125,0.5873737662871051
26,2024-06-12,BUY,68.1500015258789,2,19870.050006866455,2,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
27,2024-06-13,SELL,67.9000015258789,2,20005.850009918213,0,ML Bearish Signal,-0.5,-0.3668378494534096
28,2024-06-14,BUY,67.1500015258789,2,19871.550006866455,2,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
29,2024-06-17,SELL,67.5999984741211,2,20006.750003814697,0,ML Bearish Signal,0.899993896484375,0.6701369143956957
30,2024-06-18,BUY,67.94999694824219,2,19870.850009918213,2,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
31,2024-06-19,SELL,68.55000305175781,2,20007.95001602173,0,ML Bearish Signal,1.20001220703125,0.8830112295261061
32,2024-06-24,BUY,67.8499984741211,2,19872.250019073486,2,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
33,2024-06-25,SELL,68.4000015258789,2,20009.050022125244,0,ML Bearish Signal,1.100006103515625,0.8106161593615822
34,2024-09-19,BUY,68.55000305175781,2,19871.95001602173,2,"Conservative Entry: Trend, MACD, ML_bullish",,
35,2024-09-20,SELL,68.94999694824219,2,20009.850009918213,0,ML Bearish Signal,0.79998779296875,0.5835067522642773
36,2024-10-29,BUY,71.5999984741211,2,19866.65001296997,2,"Conservative Entry: Trend, MACD, ML_bullish",,
37,2024-10-30,SELL,71.8499984741211,2,20010.350009918213,0,Take Profit (RSI>70 + BB_upper),0.5,0.3491620186142313
38,2024-11-27,BUY,72.0,2,19866.350009918213,2,"Conservative Entry: Trend, MACD, ML_bullish",,
39,2024-11-28,SELL,72.0999984741211,2,20010.550006866455,0,ML Bearish Signal,0.1999969482421875,0.1388867696126302
40,2025-01-16,BUY,77.3499984741211,2,19855.850009918213,2,"Conservative Entry: Trend, MACD, ML_bullish",,
41,2025-01-17,SELL,77.5999984741211,2,20011.050006866455,0,ML Bearish Signal,0.5,0.3232062119350167
42,2025-06-13,BUY,92.25,2,19826.550006866455,2,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
43,2025-06-16,SELL,92.75,2,20012.050006866455,0,ML Bearish Signal,1.0,0.5420054200542005
44,2025-06-17,BUY,92.0999984741211,2,19827.850009918213,2,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
45,2025-06-18,SELL,91.80000305175781,2,20011.45001602173,0,ML Bearish Signal,-0.5999908447265625,-0.32572793412974493
46,2025-06-19,BUY,91.19999694824219,2,19829.050022125244,2,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
47,2025-06-20,SELL,92.25,2,20013.550022125244,0,ML Bearish Signal,2.100006103515625,1.1513191742250934
48,2025-06-23,BUY,91.80000305175781,2,19829.95001602173,2,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
49,2025-06-24,SELL,94.0999984741211,2,20018.15001296997,0,ML Bearish Signal,4.5999908447265625,2.505441553271539
50,2025-06-26,BUY,95.4000015258789,2,19827.350009918213,2,"Conservative Entry: Trend, MACD, ML_bullish",,
51,2025-06-27,SELL,95.0,2,20017.350009918213,0,ML Bearish Signal,-0.8000030517578125,-0.4192888044874914
52,2025-08-13,BUY,101.5,1,19915.850009918213,1,"Conservative Entry: Trend, MACD, ML_bullish",,
53,2025-08-14,SELL,100.4000015258789,1,20016.25001144409,0,ML Bearish Signal,-1.0999984741210938,-1.0837423390355605
54,2025-08-22,BUY,101.30000305175781,1,19914.950008392334,1,"Conservative Entry: Trend, MACD, ML_bullish",,
55,2025-08-25,SELL,101.5,1,20016.450008392334,0,ML Bearish Signal,0.1999969482421875,0.19743034769703008
56,2025-09-08,BUY,101.69999694824219,1,19914.75001144409,1,"Conservative Entry: Trend, MACD, ML_bullish",,
57,2025-09-10,SELL,104.4000015258789,1,20019.15001296997,0,ML Bearish Signal,2.7000045776367188,2.6548718374208238
58,2025-10-09,BUY,104.0,1,19915.15001296997,1,"Conservative Entry: Trend, BB_oversold, ML_bullish",,
59,2025-10-10,SELL,103.5,1,20018.65001296997,0,ML Bearish Signal,-0.5,-0.4807692307692308
